pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
34592383	D016422:Letter					False	False	False
34592758	D016428:Journal Article; D016448:Multicenter Study					False	False	False
34592907	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34593615	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
34593713	D016428:Journal Article					False	False	False
34593736	D016428:Journal Article					False	False	False
34595940	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
34596412	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34598678	D016428:Journal Article					False	False	False
34599507	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34603725	D002363:Case Reports					False	False	False
34605203	D016428:Journal Article					False	False	False
34605402	D016422:Letter					False	False	False
34605582	D016428:Journal Article					False	False	False
34605857	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34606647	D016428:Journal Article; D016420:Comment					False	False	False
34607587	D016428:Journal Article	R01 DK051413	DK	United States	NIDDK NIH HHS	True	False	False
34607801	D016428:Journal Article					False	False	True
34609265	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34609266	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	P40 OD018537	OD	United States	NIH HHS	True	True	False
34610879	D016428:Journal Article					False	False	False
34613730	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34614172	D016428:Journal Article; D000078182:Systematic Review					False	False	False
34614220	D016428:Journal Article					False	False	False
34614271	D016428:Journal Article					False	False	False
34615426	D016428:Journal Article					False	False	False
34615818	D002363:Case Reports; D016428:Journal Article					False	False	False
34617317	D002363:Case Reports; D016422:Letter					False	False	True
34617955	D017427:Clinical Trial, Phase II; D016428:Journal Article; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
34619050	D016428:Journal Article					False	False	False
34619555	D016428:Journal Article					False	False	False
34619630	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	True
34620604	D016428:Journal Article					False	False	False
34622706	D016428:Journal Article					False	False	False
34622713	D016428:Journal Article					False	False	False
34622984	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34623967	D016428:Journal Article					False	False	False
34624146	D016428:Journal Article					False	False	False
34625217	D016428:Journal Article; D016454:Review					False	False	False
34625941	D002363:Case Reports; D016428:Journal Article					False	False	False
34627688	D016428:Journal Article					False	False	False
34627821	D016428:Journal Article					False	False	False
34628085	D000077522:Clinical Trial, Veterinary; D016428:Journal Article					False	False	False
34628661	D016428:Journal Article	R01 DK099201	DK	United States	NIDDK NIH HHS	True	False	False
34629284	D016428:Journal Article					False	False	False
34629285	D016428:Journal Article; D016454:Review					False	False	False
34629508	D016428:Journal Article					False	False	True
34630830	D016428:Journal Article					False	False	False
34631784	D002363:Case Reports					False	False	False
34635301	D016428:Journal Article; D016454:Review					False	False	False
34635304	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	KL2 TR002490	TR	United States	NCATS NIH HHS	True	False	False
34636509	D016428:Journal Article					False	False	False
34638814	D016428:Journal Article	R01 CA250067	CA	United States	NCI NIH HHS	True	False	False
34638875	D016428:Journal Article	Grant number: HI14C1135		Republic of Korea	Korea Health Industry Development Institute	False	True	False
34639180	D016428:Journal Article; D016454:Review					False	False	False
34641339	D016428:Journal Article; D016454:Review					False	False	True
34642936	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34646696	D002363:Case Reports					False	False	False
34650513	D016428:Journal Article					False	False	False
34652111	D016428:Journal Article; D016454:Review					False	False	False
34652564	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34653178	D016428:Journal Article					False	False	False
34653571	D016422:Letter					False	False	False
34654652	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34656079	D016428:Journal Article					False	False	False
34657010	D016428:Journal Article					False	False	False
34657327	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review; D000078182:Systematic Review					False	False	False
34657404	D016428:Journal Article; D016454:Review					False	False	False
34657983	D016428:Journal Article					False	False	False
34658928	D016428:Journal Article					False	False	False
34668110	D016428:Journal Article					False	False	False
34669008	D016428:Journal Article; D016454:Review					False	False	False
34670874	D016428:Journal Article; D016454:Review					False	False	False
34670901	D002363:Case Reports; D016428:Journal Article					False	False	False
34672833	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34672897	D003160:Comparative Study; D016428:Journal Article					False	False	False
34678970	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34684016	D016428:Journal Article; D016454:Review					False	False	False
34687421	D002363:Case Reports; D016428:Journal Article					False	False	True
34687459	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R21 AG061643	AG	United States	NIA NIH HHS	True	True	False
34687561	D016428:Journal Article					False	False	False
34693484	D016428:Journal Article					False	False	False
34694933	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
34696615	D016428:Journal Article					False	False	False
34698843	D016428:Journal Article					False	False	False
34699052	D016428:Journal Article; D016454:Review					False	False	False
34699703	D016428:Journal Article					False	False	False
34704149	D016428:Journal Article					False	False	False
34704316	D002363:Case Reports; D016422:Letter					False	False	False
34705099	D016428:Journal Article; D064888:Observational Study					False	False	False
34705123	D016428:Journal Article					False	False	False
34707044	D002363:Case Reports; D016428:Journal Article					False	False	False
34707085	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	True
34707248	D016428:Journal Article					False	False	False
34711792	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	False	False
34711805	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34711906	D016428:Journal Article; D016454:Review					False	False	False
34713770	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34714206	D016428:Journal Article					False	False	False
34714911	D016422:Letter; D013485:Research Support, Non-U.S. Gov't					False	True	False
34716481	D016428:Journal Article					False	False	False
34716882	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34718297	D016428:Journal Article					False	False	False
34718426	D016428:Journal Article	R01 NS110949	NS	United States	NINDS NIH HHS	True	False	False
34718551	D016428:Journal Article; D052060:Research Support, N.I.H., Intramural		AG	United States	NIA NIH HHS	True	False	False
34718893	D016428:Journal Article					False	False	False
34719144	D016428:Journal Article					False	False	False
34724947	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34727007	D016428:Journal Article					False	False	False
34727155	D016428:Journal Article					False	False	False
34727377	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34728339	D016428:Journal Article					False	False	False
34728362	D016428:Journal Article					False	False	False
34729771	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34729776	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 EY022030	EY	United States	NEI NIH HHS	True	True	False
34730085	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34730417	D016428:Journal Article					False	False	True
34731701	D016428:Journal Article; D016454:Review					False	False	False
34731832	D016428:Journal Article					False	False	False
34731935	D016428:Journal Article; D016448:Multicenter Study; D013485:Research Support, Non-U.S. Gov't					False	True	False
34732188	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34737126	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34737243	D016428:Journal Article					False	False	False
34737284	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	MC_UP_1201/21	MRC_	United Kingdom	Medical Research Council	False	True	False
34739082	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34739847	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34740644	D016428:Journal Article					False	False	False
34742052	D016428:Journal Article; D000078182:Systematic Review					False	False	True
34742344	D016422:Letter; D013485:Research Support, Non-U.S. Gov't					False	True	False
34743832	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	K23 HL125551	HL	United States	NHLBI NIH HHS	True	True	False
34744103	D002363:Case Reports; D016428:Journal Article					False	False	False
34744111	D016428:Journal Article; D016420:Comment					False	False	False
34747269	D016428:Journal Article					False	False	False
34747822	D002363:Case Reports					False	False	False
34750228	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	DP2 NS106663	NS	United States	NINDS NIH HHS	True	True	False
34751445	D016428:Journal Article; D064888:Observational Study					False	False	False
34751995	D016422:Letter					False	False	True
34752267	D016428:Journal Article; D016454:Review					False	False	False
34753630	D016428:Journal Article; D016448:Multicenter Study					False	False	False
34753849	D002363:Case Reports; D016428:Journal Article					False	False	False
34755227	D016421:Editorial					False	False	False
34755316	D016428:Journal Article					False	False	False
34755638	D016428:Journal Article					False	False	False
34755952	D016428:Journal Article; D000078182:Systematic Review					False	False	False
34756001	D016428:Journal Article; D016454:Review					False	False	True
34756772	D016428:Journal Article					False	False	False
34761665	D016428:Journal Article					False	False	False
34763986	D016428:Journal Article					False	False	False
34764308	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34767470	D016428:Journal Article; D016454:Review					False	False	False
34770758	D016428:Journal Article					False	False	False
34771040	D016428:Journal Article					False	False	False
34772336	D016428:Journal Article					False	False	False
34773664	D016428:Journal Article					False	False	False
34774325	D016428:Journal Article					False	False	False
34774353	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34776284	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
34779013	D016428:Journal Article; D017418:Meta-Analysis; D013485:Research Support, Non-U.S. Gov't; D016454:Review; D000078182:Systematic Review					False	True	False
34779110	D016428:Journal Article					False	False	False
34780101	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34782065	D016428:Journal Article					False	False	False
34782085	D016428:Journal Article; D016454:Review					False	False	False
34783490	D016428:Journal Article					False	False	False
34783514	D029282:Patient Education Handout					False	False	False
34784917	D016422:Letter					False	False	False
34787691	D016428:Journal Article; D016454:Review					False	False	False
34791501	D016428:Journal Article					False	False	False
34792265	D016428:Journal Article					False	False	False
34793746	D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial					False	False	False
34797253	D016421:Editorial					False	False	False
34797624	D016428:Journal Article; D016454:Review					False	False	True
34799790	D016428:Journal Article; D064888:Observational Study					False	False	False
34801445	D016428:Journal Article					False	False	False
34802368	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	MC_U132681855	MRC_	United Kingdom	Medical Research Council	False	True	False
34803167	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34804341	D016428:Journal Article					False	False	False
34807820	D016428:Journal Article					False	False	False
34808219	D016428:Journal Article					False	False	False
34808652	D002363:Case Reports; D016428:Journal Article					False	False	False
34810368	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34812182	D016428:Journal Article					False	False	False
34812575	D016428:Journal Article					False	False	False
34814082	D016428:Journal Article					False	False	False
34816453	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34817253	D016428:Journal Article					False	False	False
34820735	D016428:Journal Article; D064888:Observational Study	FC001030	ARC_	United Kingdom	Arthritis Research UK	False	True	False
34821121	D002363:Case Reports; D016454:Review					False	False	False
34826228	D016428:Journal Article					False	False	False
34826768	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34827232	D016428:Journal Article					False	False	True
34827413	D016428:Journal Article; D016454:Review					False	False	False
34831081	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34831183	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34833495	D016428:Journal Article; D016454:Review					False	False	False
34837221	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	P30 DK072476	DK	United States	NIDDK NIH HHS	True	False	False
34837339	D016428:Journal Article					False	False	False
34837528	D018848:Controlled Clinical Trial; D016428:Journal Article					False	False	False
34837789	D016428:Journal Article					False	False	False
34839521	D016428:Journal Article					False	False	False
34840071	D016428:Journal Article; D064888:Observational Study					False	False	False
34840291	D016428:Journal Article	K08 HL145139	HL	United States	NHLBI NIH HHS	True	False	False
34840878	D016428:Journal Article					False	False	False
34840987	D016428:Journal Article					False	False	False
34841515	D016428:Journal Article	HL160424	HL	United States	NHLBI NIH HHS	True	False	False
34842003	D002363:Case Reports; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34842509	D016428:Journal Article					False	False	False
34842710	D016428:Journal Article					False	False	False
34843490	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34843626	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34846265	D016428:Journal Article					False	False	False
34846837	D016428:Journal Article					False	False	False
34848203	D016428:Journal Article; D016454:Review	R01 ES007062	ES	United States	NIEHS NIH HHS	True	False	False
34848204	D016428:Journal Article; D016454:Review					False	False	True
34848462	D016428:Journal Article					False	False	False
34848835	D016428:Journal Article					False	False	False
34851372	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 EY021769	EY	United States	NEI NIH HHS	True	True	False
34851466	D016428:Journal Article					False	False	False
34851495	D016422:Letter					False	False	False
34854885	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 EY032056	EY	United States	NEI NIH HHS	True	False	False
34855120	D016428:Journal Article					False	False	False
34860458	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
34860639	D016428:Journal Article					False	False	False
34861050	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't			Canada	CIHR	False	True	False
34861084	D016428:Journal Article					False	False	False
34861597	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	R01 MH125544	MH	United States	NIMH NIH HHS	True	False	False
34862236	D016422:Letter; D016420:Comment					False	False	False
34862271	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	I01 BX004680	BX	United States	BLRD VA	True	True	False
34862669	D002363:Case Reports; D016428:Journal Article					False	False	True
34863351	D002363:Case Reports; D016428:Journal Article					False	False	False
34865300	D016428:Journal Article					False	False	False
34865941	D016428:Journal Article					False	False	True
34865942	D016428:Journal Article; D064888:Observational Study					False	False	False
34870546	D016428:Journal Article					False	False	False
34871970	D016422:Letter					False	False	False
34872158	D016428:Journal Article					False	False	False
34878558	D016428:Journal Article; D016454:Review					False	False	False
34880002	D016428:Journal Article					False	False	False
34880859	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34881506	D016428:Journal Article					False	False	False
34882003	D016428:Journal Article					False	False	False
34882594	D016428:Journal Article; D016448:Multicenter Study; D013485:Research Support, Non-U.S. Gov't					False	True	False
34886516	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	True
34886571	D018848:Controlled Clinical Trial; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34887288	D002363:Case Reports; D016428:Journal Article					False	False	False
34888619	D016428:Journal Article					False	False	False
34888828	D016428:Journal Article	R01 GM123971	GM	United States	NIGMS NIH HHS	True	False	False
34893349	D016428:Journal Article; D016454:Review					False	False	False
34894253	D016428:Journal Article					False	False	False
34894954	D016428:Journal Article	R01 AI148523	AI	United States	NIAID NIH HHS	True	False	False
34894966	D016428:Journal Article					False	False	False
34894972	D016428:Journal Article	R01 AI148523	AI	United States	NIAID NIH HHS	True	False	False
34894987	D016428:Journal Article					False	False	False
34895371	D016428:Journal Article					False	False	False
34895940	D016428:Journal Article					False	False	False
34896007	D016428:Journal Article					False	False	True
34896096	D016428:Journal Article; D016454:Review					False	False	False
34896111	D016428:Journal Article					False	False	False
34897371	D016428:Journal Article					False	False	False
34897591	D016428:Journal Article; D000081262:Randomized Controlled Trial, Veterinary					False	False	False
34897701	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34898394	D016422:Letter; D052061:Research Support, N.I.H., Extramural; D016420:Comment	P01 HL094307	GF	United States	NIH HHS	True	False	False
34899597	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
34900583	D016428:Journal Article					False	False	True
34901283	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review					False	False	False
34902110	D016428:Journal Article; D016454:Review					False	False	False
34904355	D002363:Case Reports; D016422:Letter					False	False	False
34904718	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
34905301	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D052061:Research Support, N.I.H., Extramural	R01 AR076766	AR	United States	NIAMS NIH HHS	True	False	False
34905418	D016428:Journal Article					False	False	False
34905941	D016428:Journal Article					False	False	False
34905969	D016428:Journal Article					False	False	False
34908723	D002363:Case Reports					False	False	False
34910778	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	001	WHO_	International	World Health Organization	False	True	False
34910904	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34913178	D016428:Journal Article					False	False	False
34913414	D016428:Journal Article					False	False	False
34913508	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34914868	D017428:Clinical Trial, Phase III; D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	True
34915098	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34916419	D016428:Journal Article; D016454:Review					False	False	False
34916430	D016428:Journal Article					False	False	False
34917368	D002363:Case Reports					False	False	False
34918401	D016428:Journal Article; D016454:Review					False	False	False
34919273	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't			Canada	CIHR	False	True	False
34919300	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
34919494	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	True
34919659	D016428:Journal Article					False	False	False
34920908	D016428:Journal Article					False	False	False
34921505	D002363:Case Reports; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	MR/T024119/1	MRC_	United Kingdom	Medical Research Council	False	True	False
34921561	D016428:Journal Article					False	False	False
34922031	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review					False	False	False
34923086	D016428:Journal Article					False	False	False
34928108	D002363:Case Reports					False	False	False
34930556	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
34931885	D016428:Journal Article					False	False	True
34931927	D016428:Journal Article					False	False	True
34932608	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34935179	D016428:Journal Article; D016454:Review					False	False	False
34935570	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34935599	D016428:Journal Article					False	False	False
34937413	D016428:Journal Article					False	False	False
34937633	D002363:Case Reports; D016428:Journal Article					False	False	False
34941153	D016428:Journal Article					False	False	False
34942319	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34942461	D016428:Journal Article					False	False	True
34947964	D002363:Case Reports					False	False	False
34948196	D016428:Journal Article					False	False	False
34949488	D016428:Journal Article					False	False	False
34951562	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34952103	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34953656	D016428:Journal Article; D016448:Multicenter Study					False	False	False
34953819	D002363:Case Reports					False	False	False
34953825	D016428:Journal Article; D016454:Review					False	False	False
34954745	D016428:Journal Article					False	False	False
34954931	D002363:Case Reports					False	False	False
34957913	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34957932	D016428:Journal Article					False	False	False
34958984	D016428:Journal Article					False	False	False
34961738	D016428:Journal Article; D016454:Review					False	False	False
34961841	D016428:Journal Article					False	False	False
34962221	D016428:Journal Article					False	False	False
34962225	D016428:Journal Article					False	False	False
34962286	D016422:Letter					False	False	False
34962444	D016422:Letter					False	False	True
34964296	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 AR056647	AR	United States	NIAMS NIH HHS	True	False	False
34964421	D016428:Journal Article					False	False	False
34964430	D016428:Journal Article					False	False	False
34964707	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34966137	D016428:Journal Article					False	False	False
34967692	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34967726	D016421:Editorial; D016420:Comment					False	False	True
34967900	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D016454:Review	R01 HD100580	HD	United States	NICHD NIH HHS	True	False	False
34968008	D016428:Journal Article; D016454:Review					False	False	True
34968409	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	F31 DK121414	DK	United States	NIDDK NIH HHS	True	False	False
34969826	D002363:Case Reports; D016428:Journal Article					False	False	False
34970098	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
34970397	D002363:Case Reports					False	False	False
34970704	D016428:Journal Article					False	False	False
34970864	D002363:Case Reports					False	False	False
34971730	D016428:Journal Article; D016454:Review					False	False	False
34974160	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 HD100580	HD	United States	NICHD NIH HHS	True	True	False
34974277	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34974304	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34974792	D016428:Journal Article					False	False	False
34975176	D016428:Journal Article					False	False	True
34975586	D016428:Journal Article; D016454:Review					False	False	False
34975740	D016428:Journal Article					False	False	False
34977282	D016428:Journal Article					False	False	False
34977926	D016428:Journal Article					False	False	False
34977958	D016428:Journal Article; D016454:Review					False	False	False
34978237	D016428:Journal Article					False	False	False
34978459	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	221924/Z/20/Z	WT_	United Kingdom	Wellcome Trust	False	True	False
34978525	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34978559	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 EY032056	EY	United States	NEI NIH HHS	True	True	False
34978581	D016428:Journal Article					False	False	False
34978602	D016428:Journal Article; D016454:Review; D000078182:Systematic Review					False	False	False
34979112	D016428:Journal Article; D016448:Multicenter Study					False	False	False
34979568	D016428:Journal Article					False	False	False
34979594	D016428:Journal Article					False	False	False
34979803	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
34979838	D016428:Journal Article	R01 AI148523	AI	United States	NIAID NIH HHS	True	False	False
34981221	D016422:Letter	G0802629	MRC_	United Kingdom	Medical Research Council	False	True	False
34981555	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34982944	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D016454:Review	R01 DK127821	DK	United States	NIDDK NIH HHS	True	True	False
34983286	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	R01 DA042852	DA	United States	NIDA NIH HHS	True	False	False
34983331	D002363:Case Reports; D016422:Letter					False	False	True
34984072	D016428:Journal Article; D016454:Review					False	False	False
34984714	D016428:Journal Article; D016448:Multicenter Study					False	False	True
34985724	D016428:Journal Article					False	False	False
34985823	D016428:Journal Article					False	False	False
34986407	D016428:Journal Article					False	False	True
34986740	D002363:Case Reports					False	False	False
34986968	D016428:Journal Article; D016454:Review					False	False	False
34988247	D016428:Journal Article					False	False	False
34989925	D003160:Comparative Study; D016428:Journal Article					False	False	False
34990001	D016428:Journal Article; D016454:Review					False	False	False
34990581	D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial					False	False	False
34990789	D016428:Journal Article; D016454:Review					False	False	False
34990800	D016428:Journal Article					False	False	False
34990926	D002363:Case Reports; D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
34991433	D016428:Journal Article; D016454:Review					False	False	False
34991434	D016428:Journal Article					False	False	False
34991971	D016428:Journal Article; D016454:Review					False	False	False
34992630	D016428:Journal Article					False	False	False
34993731	D016428:Journal Article	HHSN268201500001C	HL	United States	NHLBI NIH HHS	True	False	False
34993972	D016428:Journal Article		WHO_	International	World Health Organization	False	True	False
34994231	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural					True	False	False
34994305	D016428:Journal Article					False	False	False
34994473	D016428:Journal Article					False	False	False
34995408	D016428:Journal Article					False	False	False
34996385	D016428:Journal Article					False	False	False
34996617	D016428:Journal Article					False	False	False
34997314	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
34997549	D016428:Journal Article					False	False	False
34997582	D016428:Journal Article					False	False	False
34998626	D004740:English Abstract; D016428:Journal Article					False	False	False
34999224	D016428:Journal Article; D017418:Meta-Analysis; D016454:Review					False	False	False
34999600	D016428:Journal Article					False	False	False
34999955	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
35000165	D016428:Journal Article					False	False	False
35000515	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35002018	D016428:Journal Article	D43 TW007296	TW	United States	FIC NIH HHS	True	False	False
35002947	D002363:Case Reports					False	False	True
35004023	D002363:Case Reports					False	False	False
35006444	D002363:Case Reports; D016428:Journal Article					False	False	False
35008655	D016428:Journal Article	PJT-166046	CAPMC	Canada	 CIHR	False	True	False
35011310	D016428:Journal Article					False	False	False
35012817	D016422:Letter					False	False	False
35013105	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
35014838	D016428:Journal Article; D016454:Review					False	False	False
35014936	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35015058	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35015149	D016428:Journal Article					False	False	True
35015904	D016422:Letter					False	False	True
35015914	D002363:Case Reports; D016422:Letter					False	False	False
35017445	D016428:Journal Article					False	False	False
35018685	D016428:Journal Article	MR/J002720/1	MRC_	United Kingdom	Medical Research Council	False	True	False
35018887	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35020042	D016428:Journal Article					False	False	False
35020530	D016428:Journal Article; D000078182:Systematic Review; D013485:Research Support, Non-U.S. Gov't					False	True	False
35020691	D002363:Case Reports; D016428:Journal Article					False	False	False
35022222	D016428:Journal Article					False	False	False
35022649	D016428:Journal Article					False	False	False
35023788	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
35024335	D016428:Journal Article; D016454:Review	R24 AT001293	AT	United States	NCCIH NIH HHS	True	False	False
35024609	D016428:Journal Article					False	False	False
35025139	D016428:Journal Article					False	False	False
35026177	D016428:Journal Article; D064888:Observational Study; D013486:Research Support, U.S. Gov't, Non-P.H.S.; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't	R01 DK126933	DK	United States	NIDDK NIH HHS	True	True	False
35026385	D016428:Journal Article					False	False	False
35027172	D016428:Journal Article					False	False	False
35027404	D016428:Journal Article					False	False	False
35028661	D016428:Journal Article					False	False	False
35029796	D016428:Journal Article					False	False	False
35030980	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
