pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
28991324,Neisseria gonorrhoeae,relevance,1,Araceli,Contreras-Rodríguez,García-Mendiola,Rebeca,female,0.99,0.01,female,0.99,0.01,,,,,,,,,,,,
12718049,Neisseria gonorrhoeae,relevance,1,Haruo,Watanabe,Takahashi,Hideyuki,male,0.02,0.98,male,0,1,5.03,(S),86.3,(S),6.64,1.93,6.39,0.14,83.94,0.1,7.47,1.97
31661379,Neisseria gonorrhoeae,relevance,1,Junping,Peng,Yuan,Qianqin,male,0.14,0.86,,,,1.37,0.33,95.85,0.11,1.91,0.43,3.13,0.4,78.3,0.15,1.39,16.63
28645177,Neisseria gonorrhoeae,relevance,1,Steven,Lewis,Cehovin,Ana,male,0.01,0.99,female,0.98,0.02,,,,,,,60.97,33.83,0.45,1.14,1.97,1.64
28387837,Neisseria gonorrhoeae,relevance,1,David,Trees,Abrams,Jeanine,male,0.01,0.99,female,0.98,0.02,74.14,21.23,0.42,0.65,1.47,2.1,95.28,(S),0.7,(S),0.9,2.31
29553336,Neisseria gonorrhoeae,relevance,1,Xiang-Sheng,Chen,Chen,Shao-Chun,,,,,,,1.68,0.36,95.45,0.02,2,0.49,1.68,0.36,95.45,0.02,2,0.49
31978578,Neisseria gonorrhoeae,relevance,1,Dmitry,Gryadunov,Shaskolskiy,Boris,male,0,1,male,0.01,0.99,,,,,,,,,,,,
33200978,Neisseria gonorrhoeae,relevance,1,Vegard,Eldholm,Osnes,Magnus,male,0,1,male,0.01,0.99,98.47,(S),0,0,0,(S),,,,,,
19396954,Neisseria gonorrhoeae,relevance,2,John,Davies,Hill,Stuart,male,0.01,0.99,male,0.01,0.99,66.83,28.42,0.42,0.91,1.78,1.64,91.34,5.01,0.59,0.31,1.28,1.46
30552033,Neisseria gonorrhoeae,relevance,2,Ellen,Kersh,Nash,Evelyn,female,0.98,0.02,female,0.98,0.02,72.24,23.53,0.48,0.72,1.67,1.35,80.53,16.51,(S),(S),1.19,0.98
61455,Neisseria gonorrhoeae,relevance,2,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
413164,Neisseria gonorrhoeae,relevance,2,F,Mroczkowski,Mroczkowski,F,male,0.39,0.61,male,0.23,0.77,93.2,(S),0.77,(S),1.85,3.55,93.2,(S),0.77,(S),1.85,3.55
30858209,Neisseria gonorrhoeae,relevance,2,Nurdyana Binte,Abdul Rahman,Ko,Karrie Kwan Ki,female,1,0,,,,3.11,0.1,93.54,0.1,2.38,0.76,,,,,,
3150361,Neisseria gonorrhoeae,relevance,2,K,Davies,Duff,K,male,0.14,0.86,male,0.34,0.66,87.34,8.62,0.54,0.36,1.56,1.58,91.34,5.01,0.59,0.31,1.28,1.46
16760307,Neisseria gonorrhoeae,relevance,2,Alastair,McEwan,Seib,Kate,male,0.01,0.99,female,0.98,0.02,97.85,(S),(S),(S),0.43,1.12,89.06,6.74,0.37,0.25,1.56,2.01
32116136,Neisseria gonorrhoeae,relevance,2,Yue-Ping,Yin,Chen,Shao-Chun,,,,,,,1.68,0.36,95.45,0.02,2,0.49,2.03,0.16,92.16,0,3.77,1.88
29553335,Neisseria gonorrhoeae,relevance,2,David,Whiley,Lahra,Monica,male,0.01,0.99,female,0.99,0.01,,,,,,,65.23,28.48,(S),(S),1.66,2.65
2111274,Neisseria gonorrhoeae,relevance,2,S,Easmon,Easmon,S,male,0.33,0.67,male,0.32,0.68,,,,,,,,,,,,
35416126,Neisseria gonorrhoeae,pubdate_desc,1,Chau Minh,Tran,Nguyen,Bac Hoai,male,0.39,0.61,,,,1.26,0.18,95.93,0.04,2.01,0.58,1.56,0.16,95.61,0.07,1.98,0.62
35139743,Neisseria gonorrhoeae,pubdate_desc,1,Claudiu,Supuran,Giovannuzzi,Simone,male,0,1,male,0.25,0.75,,,,,,,,,,,,
34994305,Neisseria gonorrhoeae,pubdate_desc,1,Heping,Zheng,Lin,Xiaomian,male,0.06,0.94,female,1,0,2.29,0.13,95.13,0.03,2.02,0.4,0.34,(S),98.36,(S),1.02,0.18
34979838,Neisseria gonorrhoeae,pubdate_desc,1,Claudiu,Supuran,Giovannuzzi,Simone,male,0,1,male,0.25,0.75,,,,,,,,,,,,
34894972,Neisseria gonorrhoeae,pubdate_desc,1,Daniel,Flaherty,Abutaleb,Nader,male,0.01,0.99,male,0.02,0.98,,,,,,,96.6,0.29,0.46,0.18,0.98,1.5
34894954,Neisseria gonorrhoeae,pubdate_desc,1,Claudiu,Supuran,Giovannuzzi,Simone,male,0,1,male,0.25,0.75,,,,,,,,,,,,
35472527,Neisseria gonorrhoeae,pubdate_desc,1,Carol,Camlin,Okiring,Jaffer,female,0.97,0.03,male,0.01,0.99,,,,,,,92.94,2.75,0,0,1.96,2.35
35171128,Neisseria gonorrhoeae,pubdate_desc,1,Brian,Raphael,Katz,Samantha,male,0.01,0.99,female,0.98,0.02,96.32,0.35,0.56,0.06,1.09,1.62,58.7,27.44,1.57,2.36,4.8,5.12
35034049,Neisseria gonorrhoeae,pubdate_desc,1,James,Kahn,Barker,Erin,male,0.01,0.99,female,0.77,0.23,88.54,7.24,0.48,0.63,1.42,1.69,88.13,1.56,5.4,0.42,2.49,1.99
34452992,Neisseria gonorrhoeae,pubdate_desc,1,Daniel,Richardson,Samarasekara,Keshinie,male,0.01,0.99,,,,,,,,,,62.25,32.77,0.36,1.05,1.82,1.75
34210839,Neisseria gonorrhoeae,pubdate_desc,2,Catriona,Bradshaw,Latimer,Rosie,female,0.96,0.04,female,0.97,0.03,72.65,22.08,0.46,0.47,1.34,2.99,80.46,15.58,0.35,0.53,1.52,1.56
35608633,Neisseria gonorrhoeae,pubdate_desc,2,Roberto,Adamo,Del Bino,Linda,male,0.01,0.99,female,0.98,0.02,,,,,,,93.79,0.83,0.57,0.34,1.4,3.06
35608079,Neisseria gonorrhoeae,pubdate_desc,2,David,Regan,Walker,Michael,male,0.01,0.99,male,0.01,0.99,61.25,34.17,0.35,0.83,1.8,1.6,94.64,1.95,0.64,0.28,1,1.49
35606713,Neisseria gonorrhoeae,pubdate_desc,2,Li-Gang,Yang,Lin,Xiao-Xin,,,,,,,2.29,0.13,95.13,0.03,2.02,0.4,0.95,0.13,95.03,0.04,3.49,0.35
35604129,Neisseria gonorrhoeae,pubdate_desc,2,Odile,Harrison,de Korne-Elenbaas,Jolinda,female,0.98,0.02,female,1,0,,,,,,,71,23.76,0.42,1.35,1.69,1.78
35590115,Neisseria gonorrhoeae,pubdate_desc,2,Loïc,Raffray,Moussiegt,Aurore,,,,female,0.98,0.02,,,,,,,98.65,(S),0,0,0,(S)
35598863,Neisseria gonorrhoeae,pubdate_desc,2,Mark,Yudin,Smith,Martha,male,0.01,0.99,female,0.98,0.02,73.35,22.22,0.4,0.85,1.63,1.56,94.1,0,0,0,4.42,1.47
35584899,Neisseria gonorrhoeae,pubdate_desc,2,Paddy,Horner,Ramsden,Sophie,male,0.05,0.95,female,0.98,0.02,95.29,1.34,0.51,0.51,0.57,1.78,92.98,2.8,0.52,0.69,1.54,1.48
35584898,Neisseria gonorrhoeae,pubdate_desc,2,,,Jongen,Vita,,,,female,0.82,0.18,,,,,,,,,,,,
35580146,Neisseria gonorrhoeae,pubdate_desc,2,Magdalene,So,Rhodes,Katherine,female,0.98,0.02,female,0.98,0.02,77.16,19.04,0.32,0.62,1.45,1.41,2.76,0.51,92.71,0.14,2.84,1.03
31701321,Pseudomonas aeruginosa,relevance,1,Piotr,Młynarz,Mielko,Karolina Anna,male,0,1,,,,,,,,,,,,,,,
28981745,Pseudomonas aeruginosa,relevance,1,Pierre,Cornelis,Chevalier,Sylvie,male,0.01,0.99,female,0.98,0.02,75.44,12.72,0.58,1.13,2.54,7.59,88.84,(S),(S),(S),2.33,4.65
24309094,Pseudomonas aeruginosa,relevance,1,Reema,Gabrani,Sharma,Garima,female,0.98,0.02,female,0.99,0.01,4.23,0.62,85.65,0.44,8.03,1.03,,,,,,
33803907,Pseudomonas aeruginosa,relevance,1,Siobhán,McClean,Jurado-Martín,Irene,,,,female,0.99,0.01,,,,,,,61.26,32.7,0.57,0.5,1.97,3.01
26515254,Pseudomonas aeruginosa,relevance,1,Martin,Welch,Crousilles,Audrey,male,0.02,0.98,female,0.97,0.03,,,,,,,85.6,9.83,0.45,1.04,1.45,1.63
29948830,Pseudomonas aeruginosa,relevance,1,Natalia,Kirienko,Kang,Donghoon,female,0.98,0.02,male,0,1,4.19,0.71,92.45,0.07,2.12,0.46,,,,,,
29352409,Pseudomonas aeruginosa,relevance,1,Sneha Basavaraj,Challapilli,Skariyachan,Sinosh,female,0.99,0.01,female,0.67,0.33,,,,,,,,,,,,
33529147,Pseudomonas aeruginosa,relevance,1,Karen,Moreau,Camus,Laura,female,0.95,0.05,female,0.98,0.02,75.19,1.54,8.17,(S),(S),13.87,89.14,6.11,0.66,0.19,1.49,2.41
34561982,Pseudomonas aeruginosa,relevance,1,Nadezhda,German,Hossain,Mohammad Anwar,female,0.99,0.01,,,,2.76,0.61,84.52,0.72,10.61,0.78,64.31,14.05,0.81,0.66,1.74,18.44
32528034,Pseudomonas aeruginosa,relevance,1,Yiorgos,Apidianakis,Panayidou,Stavria,male,0.01,0.99,female,1,0,,,,,,,,,,,,
23363620,Pseudomonas aeruginosa,relevance,2,Nobuhiko,Nomura,Tashiro,Yosuke,male,0,1,male,0,1,12.07,(S),78.08,(S),8.37,(S),6.11,(S),82.36,(S),8.3,3.09
32363834,Pseudomonas aeruginosa,relevance,2,Eman,Marei,Marei,Eman,female,0.78,0.22,female,0.78,0.22,,,,,,,,,,,,
33961975,Pseudomonas aeruginosa,relevance,2,Yanrui,Ye,Lin,Zhanglin,female,0.75,0.25,male,0.43,0.57,2.29,0.13,95.13,0.03,2.02,0.4,1.5,(S),96.16,(S),1.59,0.56
17370389,Pseudomonas aeruginosa,relevance,2,E,Bingen,Mariani-Kurkdjian,P,male,0.37,0.63,male,0.24,0.76,,,,,,,93.57,1.75,(S),1.75,(S),1.46
21404963,Pseudomonas aeruginosa,relevance,2,Maribeth,Flaws,Moore,Nicholas,female,0.98,0.02,male,0.01,0.99,68.85,26.92,0.37,0.65,1.7,1.5,98.14,0,0,(S),0,(S)
31597590,Pseudomonas aeruginosa,relevance,2,Marvin,Whiteley,Diggle,Stephen,male,0.01,0.99,male,0.01,0.99,95.6,(S),0,(S),1.83,(S),94.02,0.88,0.75,0.8,2,1.55
6403483,Pseudomonas aeruginosa,relevance,2,W,Stratton,Stratton,W,male,0.33,0.67,male,0.22,0.78,91.85,4.33,0.48,0.57,1.48,1.29,91.85,4.33,0.48,0.57,1.48,1.29
22103313,Pseudomonas aeruginosa,relevance,2,Nobuhiko,Nomura,Tashiro,Yosuke,male,0,1,male,0,1,12.07,(S),78.08,(S),8.37,(S),6.11,(S),82.36,(S),8.3,3.09
1801640,Pseudomonas aeruginosa,relevance,2,M,Livermore,Livermore,M,male,0.23,0.77,female,0.6,0.4,91.88,3.21,0.49,0.88,1.41,2.13,91.88,3.21,0.49,0.88,1.41,2.13
2512849,Pseudomonas aeruginosa,relevance,2,G,Döring,Abdallah,A,male,0.26,0.74,male,0.32,0.68,68.87,7.26,(S),(S),17.31,4.53,,,,,,
35572468,Pseudomonas aeruginosa,pubdate_desc,1,D,Worley,Demir,Buket,male,0.32,0.68,female,0.97,0.03,82.75,(S),(S),(S),13.75,2,91.18,5.14,0.33,0.72,1.32,1.3
35532120,Pseudomonas aeruginosa,pubdate_desc,1,Ramon,Mangues,Sala,Rita,male,0.02,0.98,female,0.98,0.02,74.91,0.91,4.13,2.93,2.81,14.3,,,,,,
35521696,Pseudomonas aeruginosa,pubdate_desc,1,You-Hee,Cho,Yoo,Yeon-Ji,female,1,0,female,1,0,3.1,(S),94.89,(S),1.27,0.47,1.79,(S),95.57,(S),1.85,0.65
35430934,Pseudomonas aeruginosa,pubdate_desc,1,Ahmed,Al-Karmalawy,Ezz Eldin,Rogy,male,0.02,0.98,male,0.24,0.76,,,,,,,,,,,,
35361019,Pseudomonas aeruginosa,pubdate_desc,1,Fatma Alzahraa,Mokhtar,Alotaibi,Badriyah,female,0.97,0.03,female,1,0,30.61,(S),3.57,0,63.27,(S),52.94,7.35,13.97,(S),22.79,(S)
35240944,Pseudomonas aeruginosa,pubdate_desc,1,Christian,Gill,Tenover,Fred,male,0.01,0.99,male,0.04,0.96,,,,,,,70.9,14.15,8.35,0.53,2.28,3.79
35094639,Pseudomonas aeruginosa,pubdate_desc,1,Sebastián,Albertí,Mateu-Borrás,Margalida,,,,female,0.99,0.01,,,,,,,,,,,,
35034585,Pseudomonas aeruginosa,pubdate_desc,1,Robby,Markwart,Ayobami,Olaniyi,male,0.1,0.9,male,0.05,0.95,,,,,,,96.37,(S),(S),0,0,3.11
34894987,Pseudomonas aeruginosa,pubdate_desc,1,Grover,Waldrop,Craft,Matthew,male,0.05,0.95,male,0,1,82.89,13.88,0.3,0.44,1.43,1.06,94.82,2.75,0.41,0.25,1.05,0.72
35561579,Pseudomonas aeruginosa,pubdate_desc,1,Juan,Zhang,Tang,Longfei,male,0.02,0.98,male,0,1,2.75,0.62,93.04,0.06,2.54,0.99,0.61,0.09,98.16,0.02,0.96,0.16
35447397,Pseudomonas aeruginosa,pubdate_desc,2,Bipro Ranjan,Dhar,Chung,Tae Hyun,,,,,,,2.34,1.93,91.02,0.04,3.62,1.05,3.99,(S),90.3,(S),4.75,0
35461988,Pseudomonas aeruginosa,pubdate_desc,2,Andrés,Navarrete,Pérez-Contreras,Christian Verónica,,,,,,,,,,,,,3.92,0.16,2.07,0.13,0.39,93.32
35450618,Pseudomonas aeruginosa,pubdate_desc,2,Baoqin,Han,Wang,Yanting,,,,female,0.82,0.18,3.25,0.19,94.47,0.03,1.73,0.33,5.79,0.5,90.59,0.06,2.14,0.93
35318052,Pseudomonas aeruginosa,pubdate_desc,2,Josman Dantas,Palmeira,Torres,Rita Tinoco,male,0.02,0.98,,,,6.05,0.58,1.42,0.26,0.53,91.16,50,0,13.33,0,26.67,10
35364528,Pseudomonas aeruginosa,pubdate_desc,2,Taowu,Ma,Luo,Benxiang,,,,male,0,1,1,0.3,97.05,0,1.04,0.6,2.42,0.44,94,0.05,1.76,1.33
35604368,Pseudomonas aeruginosa,pubdate_desc,2,Long,Lin,Wang,Xianghong,male,0.07,0.93,female,0.5,0.5,3.25,0.19,94.47,0.03,1.73,0.33,2.29,0.13,95.13,0.03,2.02,0.4
35500455,Pseudomonas aeruginosa,pubdate_desc,2,Debajit,Sarma,Bhat,Raja Aadil Hussain,male,0,1,,,,2.39,0,93.95,(S),3.32,(S),13.48,0,83.29,0,3.23,0
35450448,Pseudomonas aeruginosa,pubdate_desc,2,Kusum,Harjai,Mangal,Surabhi,female,0.85,0.15,female,0.97,0.03,11.93,10.36,38.78,2.98,32.97,2.98,,,,,,
35381365,Pseudomonas aeruginosa,pubdate_desc,2,Asli,Baysal,Saygin,Hasan,female,0.96,0.04,male,0.03,0.97,,,,,,,,,,,,
35351596,Pseudomonas aeruginosa,pubdate_desc,2,Aruliah,Rajasekar,Muthukumar,Balakrishnan,male,0,1,male,0.08,0.92,,,,,,,,,,,,
34491789,Rickettsia rickettsii,relevance,1,Ted,Hackstadt,Fitzsimmons,Liam,male,0.02,0.98,male,0.02,0.98,95.29,0.87,0.52,0.3,1.44,1.58,92.73,0,(S),(S),5.45,0
34010063,Rickettsia rickettsii,relevance,1,Veruska Maia da,Costa,Ribeiro,Claudia Mello,female,0.99,0.01,,,,73.46,2.53,1.43,0.12,14.43,8.03,83.35,1.21,1.38,0.36,5.22,8.48
31504641,Rickettsia rickettsii,relevance,1,Marcelo,Labruna,Costa,Francisco,male,0.01,0.99,male,0.01,0.99,83.35,1.21,1.38,0.36,5.22,8.48,97.31,0,0,0,(S),(S)
30334709,Rickettsia rickettsii,relevance,1,Marcelo,Labruna,Moraes-Filho,Jonas,male,0.01,0.99,male,0.01,0.99,,,,,,,97.31,0,0,0,(S),(S)
33755006,Rickettsia rickettsii,relevance,1,Sergio,Bermúdez,Zaldívar,Yamitzel,male,0.01,0.99,,,,,,,,,,,,,,,
34520994,Rickettsia rickettsii,relevance,1,Marcelo,Labruna,Binder,Lina,male,0.01,0.99,female,0.98,0.02,92.26,4.61,0.52,0.21,0.9,1.51,97.31,0,0,0,(S),(S)
31151921,Rickettsia rickettsii,relevance,1,Carlos,Rojas Arbeláez,Quintero Vélez,Juan,male,0.01,0.99,male,0.02,0.98,,,,,,,,,,,,
32421751,Rickettsia rickettsii,relevance,1,Ted,Hackstadt,Aistleitner,Karin,male,0.02,0.98,female,0.97,0.03,,,,,,,92.73,0,(S),(S),5.45,0
31516114,Rickettsia rickettsii,relevance,1,David,Walker,Blanton,Lucas,male,0.01,0.99,male,0.02,0.98,85.54,11.01,0.27,0.43,1.42,1.32,61.25,34.17,0.35,0.83,1.8,1.6
33691465,Rickettsia rickettsii,relevance,1,Júlia Angélica Gonçalves da,Silveira,Alkmim,Matheus Araújo de,,,,,,,,,,,,,80.49,0.48,1.29,0.31,7.96,9.47
3096192,Rickettsia rickettsii,relevance,2,F,Newhouse,McDade,E,female,0.77,0.23,male,0.37,0.63,67.5,28.94,0.22,0.63,1.5,1.21,89.4,6.97,0.55,0.3,1.44,1.34
34462848,Rickettsia rickettsii,relevance,2,Allen,Richards,Richards,Allen,male,0.07,0.93,male,0.07,0.93,81.74,13.28,0.53,0.94,1.62,1.89,81.74,13.28,0.53,0.94,1.62,1.89
32723630,Rickettsia rickettsii,relevance,2,Marcelo,Labruna,Ramírez-Hernández,Alejandro,male,0.01,0.99,male,0.01,0.99,,,,,,,97.31,0,0,0,(S),(S)
31201126,Rickettsia rickettsii,relevance,2,Claudia,Muñoz-García,Guzmán-Cornejo,Carmen,female,0.98,0.02,female,0.98,0.02,,,,,,,,,,,,
34130146,Rickettsia rickettsii,relevance,2,Marcelo,Labruna,Martínez-Diaz,Heidy-C,male,0.01,0.99,,,,,,,,,,97.31,0,0,0,(S),(S)
25695155,Rickettsia rickettsii,relevance,2,Marylin,Hidalgo,Faccini-Martínez,Álvaro,female,0.96,0.04,male,0,1,,,,,,,12.08,0.25,4.3,0.18,0.68,82.51
25714655,Rickettsia rickettsii,relevance,2,Bohai,Wen,Gong,Wenping,male,0,1,female,0.53,0.47,13.95,2.38,78.18,(S),4.09,(S),4.38,0.66,92.56,(S),1.97,(S)
33495273,Rickettsia rickettsii,relevance,2,Sandor,Karpathy,Galletti,Maria,male,0.05,0.95,female,0.98,0.02,85.71,(S),(S),(S),(S),12.66,,,,,,
12201574,Rickettsia rickettsii,relevance,2,David,Walker,Walker,David,male,0.01,0.99,male,0.01,0.99,61.25,34.17,0.35,0.83,1.8,1.6,61.25,34.17,0.35,0.83,1.8,1.6
21485383,Rickettsia rickettsii,relevance,2,Celia Alpuche,Aranda,Eremeeva,Marina,female,0.98,0.02,female,0.98,0.02,,,,,,,7.14,0.49,2.49,0.3,0.47,89.11
35540704,Rickettsia rickettsii,pubdate_desc,1,Tanu,Thomas,Moore,Spencer,female,0.6,0.4,male,0.04,0.96,68.85,26.92,0.37,0.65,1.7,1.5,55.53,38.17,1.63,1.01,2,1.66
35142079,Rickettsia rickettsii,pubdate_desc,1,Roger,Rodríguez-Vivas,Torres-Castro,Marco,male,0.02,0.98,male,0.01,0.99,,,,,,,,,,,,
28613631,Rickettsia rickettsii,pubdate_desc,1,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
35529481,Rickettsia rickettsii,pubdate_desc,1,Townsend,Peterson,Alkishe,Abdelghafar,male,0.32,0.68,male,0,1,,,,,,,86.29,9.58,0.52,0.7,1.33,1.56
35431076,Rickettsia rickettsii,pubdate_desc,1,Fredy,Rivera-Páez,Cardona-Romero,Marelid,male,0.03,0.97,,,,,,,,,,,,,,,
35431064,Rickettsia rickettsii,pubdate_desc,1,Elizângela,Guedes,Gonçalves,Elaine Santana,,,,,,,,,,,,,52.55,1.18,(S),(S),8.04,37.84
35490957,Rickettsia rickettsii,pubdate_desc,1,Oghenekaro,Omodior,Dzul-Rosado,K,male,0.08,0.92,male,0.34,0.66,,,,,,,,,,,,
35285700,Rickettsia rickettsii,pubdate_desc,1,Ted,Hackstadt,Nock,Adam,male,0.02,0.98,male,0.02,0.98,71.11,25.72,0.5,0.64,1.14,0.89,92.73,0,(S),(S),5.45,0
35467375,Rickettsia rickettsii,pubdate_desc,1,Alexander,Gintsburg,Smirnova,Nina,male,0.01,0.99,female,0.98,0.02,96,0,0,0,4,0,,,,,,
35323021,Rickettsia rickettsii,pubdate_desc,1,Timothy,Kurtti,Burkhardt,Nicole,male,0.01,0.99,female,0.98,0.02,96.14,0.92,0.36,0.16,1.36,1.06,95.32,(S),0,(S),2.98,(S)
35378507,Rickettsia rickettsii,pubdate_desc,2,James,Jones,Gonwong,Siriphan,male,0.01,0.99,female,0.86,0.14,,,,,,,57.69,37.73,0.35,0.94,1.85,1.44
35409212,Rickettsia rickettsii,pubdate_desc,2,Sanjeev,Sahni,Narra,Hema,male,0.01,0.99,male,0.34,0.66,29.27,(S),66.46,0,(S),(S),7.32,(S),80.54,(S),9.44,1.16
35320633,Rickettsia rickettsii,pubdate_desc,2,V,Kubyshkin,Gafarova,T,male,0.32,0.68,male,0.39,0.61,,,,,,,,,,,,
35292596,Rickettsia rickettsii,pubdate_desc,2,Cecilia,Kato,Chung,Ida,female,0.99,0.01,female,0.97,0.03,2.34,1.93,91.02,0.04,3.62,1.05,17.62,4.31,68.02,0.48,5.71,3.86
35293560,Rickettsia rickettsii,pubdate_desc,2,Gilberto Salles,Gazêta,Martiniano,Nicole Oliveira de Moura,male,0.01,0.99,,,,,,,,,,,,,,,
35323561,Rickettsia rickettsii,pubdate_desc,2,Dorothy,Wallace,Alvarez-Hernandez,Gerardo,female,0.99,0.01,male,0.01,0.99,,,,,,,71.76,23.73,0.43,0.73,1.72,1.64
35384427,Rickettsia rickettsii,pubdate_desc,2,Valeria,Vangeli,Mastroianni,Antonio,female,0.99,0.01,male,0.01,0.99,96.75,(S),0.37,(S),1.12,1.65,97.46,0,0,0,(S),(S)
35235094,Rickettsia rickettsii,pubdate_desc,2,Matias Pablo Juan,Szabó,Suzin,Adriane,male,0.02,0.98,female,0.9,0.1,,,,,,,,,,,,
34462848,Rickettsia rickettsii,pubdate_desc,2,Allen,Richards,Richards,Allen,male,0.07,0.93,male,0.07,0.93,81.74,13.28,0.53,0.94,1.62,1.89,81.74,13.28,0.53,0.94,1.62,1.89
33667026,Rickettsia rickettsii,pubdate_desc,2,Janet,Foley,López-Pérez,Andrés,female,0.98,0.02,,,,,,,,,,93.6,3.27,0.54,0.26,1.02,1.32
25208300,Salmonella typhi,relevance,1,Stephen,Baker,Dougan,Gordon,male,0.01,0.99,male,0.01,0.99,90.88,4.33,0.73,0.42,2.12,1.51,82.08,13.63,0.45,0.83,1.54,1.47
28544285,Salmonella typhi,relevance,1,Kwai Lin,Thong,Yap,Kien-Pong,male,0.46,0.54,,,,7.41,(S),80.96,(S),7.44,2.91,2.42,2.16,88.75,(S),6.14,(S)
27193549,Salmonella typhi,relevance,1,Stefania,Spanò,Spanò,Stefania,female,0.99,0.01,female,0.99,0.01,,,,,,,,,,,,
34453548,Salmonella typhi,relevance,1,Kathryn,Holt,Dyson,Zoe,female,0.98,0.02,female,0.95,0.05,61.82,34.23,0.47,0.32,1.94,1.22,81.19,14.44,0.52,0.78,1.69,1.38
29785477,Salmonella typhi,relevance,1,Abdul,Haque,Haque,Abdul,male,0.02,0.98,male,0.02,0.98,5.73,(S),83.25,(S),9.24,1.16,5.73,(S),83.25,(S),9.24,1.16
32155148,Salmonella typhi,relevance,1,Stephen,Baker,Diaz-Guevara,Paula,male,0.01,0.99,female,0.98,0.02,,,,,,,82.08,13.63,0.45,0.83,1.54,1.47
27573929,Salmonella typhi,relevance,1,Marian,Hajduch,Schadich,Ermin,male,0.38,0.62,male,0.49,0.51,,,,,,,,,,,,
34582469,Salmonella typhi,relevance,1,Jeongmin,Song,Kim,Chanmi,male,0.42,0.58,female,0.95,0.05,2.6,0.36,94.52,0.03,1.99,0.5,2.08,0.39,95.12,0.06,1.91,0.43
17582565,Salmonella typhi,relevance,1,Gordon,Dougan,Baker,Stephen,male,0.01,0.99,male,0.01,0.99,82.08,13.63,0.45,0.83,1.54,1.47,90.88,4.33,0.73,0.42,2.12,1.51
29616895,Salmonella typhi,relevance,1,Samir,Saha,Djeghout,Bilal,male,0.02,0.98,male,0.03,0.97,,,,,,,12.79,1.36,77.36,0.64,6.86,1
33079054,Salmonella typhi,relevance,2,Gordon,Dougan,Maes,Mailis,male,0.01,0.99,female,0.88,0.12,37.87,0.71,0.66,1.26,1.01,58.49,90.88,4.33,0.73,0.42,2.12,1.51
32146451,Salmonella typhi,relevance,2,Mohsin,Khurshid,Saeed,Muhammad,male,0.02,0.98,male,0.01,0.99,20.94,6.3,50.39,0.23,20.29,1.85,8.92,(S),73.24,(S),14.55,2.82
34370659,Salmonella typhi,relevance,2,Gauri,Godbole,Chattaway,Marie Anne,female,0.8,0.2,,,,97.46,0,(S),(S),(S),0,2.73,0,94.55,0,2.73,0
23166855,Salmonella typhi,relevance,2,Jan,Jacobs,Lunguya,Octavie,male,0.05,0.95,female,0.97,0.03,,,,,,,76.65,15.86,0.48,3.66,1.63,1.72
33651791,Salmonella typhi,relevance,2,Junyoung,Kim,Shin,Eunkyung,male,0.05,0.95,female,0.99,0.01,2.72,0.4,94.77,(S),1.7,(S),2.6,0.36,94.52,0.03,1.99,0.5
28859315,Salmonella typhi,relevance,2,France,Daigle,Leclerc,Jean-Mathieu,female,0.76,0.24,male,0,1,91.93,2.28,0.4,0.22,1.16,4.02,94.45,2.92,0.29,0.43,0.99,0.91
32699118,Salmonella typhi,relevance,2,Farah,Qamar,Iqbal,Junaid,female,0.92,0.08,male,0.01,0.99,5.02,(S),78.62,(S),13.48,1.94,12.97,2.02,69.74,(S),13.26,(S)
21758008,Salmonella typhi,relevance,2,Anjam,Khan,Karavolos,Michail,male,0.33,0.67,male,0.01,0.99,,,,,,,7.92,3.26,70.5,0.47,15.63,2.22
32253142,Salmonella typhi,relevance,2,Chien-Shun,Chiou,Liu,Po-Yu,,,,male,0,1,1.83,0.15,95.46,0.04,2.06,0.46,2.78,(S),93.05,0,3.71,(S)
20551214,Salmonella typhi,relevance,2,Guido,Mora,Rodas,Paula,male,0.01,0.99,female,0.98,0.02,10.32,0.34,1.26,0.15,0.59,87.34,8.64,0.42,1.05,0.36,0.4,89.12
35537043,Salmonella typhi,pubdate_desc,1,Biao,Kan,Zhao,Jiayong,male,0.02,0.98,male,0.11,0.89,0.49,0.1,98.38,0,0.87,0.15,12.75,(S),81.33,(S),3.66,1.48
35325722,Salmonella typhi,pubdate_desc,1,Long,Ma,Zhuang,Jianwen,male,0.07,0.93,male,0.07,0.93,0,(S),98.26,0,1.45,(S),2.42,0.44,94,0.05,1.76,1.33
35364283,Salmonella typhi,pubdate_desc,1,S,Balasubramanian,Manoharan,Anand,male,0.32,0.68,male,0.01,0.99,(S),0,92.41,0,3.45,(S),1.16,(S),95.54,0,2.81,(S)
